Name_encoded,Location_encoded,Miles_Driven,Fuel_Type_int,Transmision_int,Owner_Type_int,Mileage_mpg,Engine_CC,Power,Seats,Price_USD
102,5,37903.631,1.0,0,,23.5214583,2497.0,215.0,5.0,13180.53
1320,10,52845.118066,1.0,1,,42.33862494,1198.0,75.0,5.0,2755.93
747,4,29825.808,0.0,0,,37.63433328,2179.0,187.0,5.0,31753.1
793,1,34175.405,0.0,0,,23.5214583,4367.0,308.0,7.0,80281.41
756,9,2485.484,1.0,0,,37.63433328,1368.0,160.0,5.0,21268.58
393,4,58408.874,1.0,0,,23.5214583,2354.0,152.0,5.0,5751.5
1114,3,37971.98181,1.0,1,,42.33862494,1197.0,85.0,5.0,5475.91
638,2,49709.68,0.0,1,,56.45149992,1120.0,71.0,5.0,4193.8
1349,7,26837.01349,0.0,1,,44.69077077,1461.0,108.0,5.0,9118.53
20,5,27961.695,0.0,0,,42.33862494,1968.0,187.0,5.0,29955.75
554,3,27450.928038000002,1.0,1,,42.33862494,1197.0,82.0,5.0,7045.59
1678,5,52453.032965,0.0,1,,28.22574996,2494.0,100.0,8.0,16176.1
682,8,21747.985,1.0,1,,42.33862494,1197.0,80.0,5.0,5511.86
241,8,27340.324,0.0,1,,51.74720826,1498.0,98.0,5.0,5871.33
410,5,42026.427585,1.0,1,,39.98647911,1497.0,118.0,5.0,6290.71
238,3,11423.905835,1.0,0,,32.93004162,1497.0,121.0,5.0,14870.03
1752,8,21747.985,0.0,1,,51.74720826,1199.0,73.0,5.0,4553.27
1258,9,30447.179,0.0,0,,44.69077077,2143.0,170.0,5.0,10724.16
253,5,42874.599,0.0,1,,51.74720826,1498.0,89.0,5.0,8627.26
1523,5,14433.205588,1.0,1,,32.93004162,1396.0,65.0,5.0,5392.04
1079,4,42540.301402,0.0,1,,61.15579158,1248.0,74.0,5.0,4972.65
1056,3,46361.111681,0.0,1,,58.80364575,1248.0,88.0,5.0,9513.95
1373,10,55923.39,0.0,1,,44.69077077,1461.0,108.0,5.0,8687.17
1149,4,13670.162,1.0,1,,42.33862494,998.0,67.0,5.0,4433.45
575,5,36140.801473,1.0,1,,0.0,1086.0,62.0,5.0,2935.66
166,2,68040.1245,0.0,1,,58.80364575,936.0,57.0,5.0,1797.34
886,4,8303.380673,0.0,1,,37.63433328,1997.0,140.0,7.0,14378.76
661,4,31689.921000000002,1.0,1,,44.69077077,1086.0,68.0,5.0,2636.11
1560,5,64001.213,0.0,1,,30.57789579,2179.0,138.0,7.0,4313.63
672,8,26720.195742,1.0,1,,47.0429166,1197.0,78.0,5.0,2300.6
1710,1,67108.068,0.0,0,,25.87360413,2755.0,171.0,7.0,24563.72
1424,6,51205.319997,0.0,1,,39.98647911,1896.0,106.0,5.0,5092.48
566,8,18019.759000000002,1.0,1,,42.33862494,1197.0,82.0,5.0,3834.34
1085,8,27961.695,0.0,1,,54.09935409,1248.0,74.0,5.0,4613.19
720,7,58036.672771,0.0,1,,54.09935409,1396.0,90.0,5.0,4169.84
306,5,59528.584542000004,0.0,1,,58.80364575,1498.0,99.0,5.0,5451.95
1014,10,80778.23,0.0,1,,58.80364575,1248.0,88.0,7.0,8387.61
1018,0,41907.124353,0.0,1,,47.0429166,1248.0,88.0,7.0,6889.82
413,7,29627.590651,1.0,0,,37.63433328,1497.0,116.0,5.0,10460.55
932,5,21747.985,1.0,1,,44.69077077,796.0,46.0,5.0,2036.99
266,5,42253.228,0.0,0,,23.5214583,3198.0,197.0,7.0,35347.79
1132,7,21554.117248,0.0,1,,56.45149992,1248.0,88.0,5.0,12569.43
1353,8,6531.851952,1.0,0,,18.81716664,2706.0,265.0,2.0,76686.72
1122,10,36039.518000000004,0.0,1,,51.74720826,1248.0,74.0,5.0,9046.64
1597,9,24854.84,1.0,1,,39.98647911,1193.0,88.0,5.0,4733.01
685,1,37903.631,1.0,1,,39.98647911,1197.0,80.0,5.0,3894.25
1412,9,53437.906,0.0,1,,44.69077077,1422.0,70.0,5.0,3295.13
1620,8,27961.695,0.0,1,,49.39506243,1364.0,87.0,5.0,8806.99
1716,0,34175.405,1.0,1,,39.98647911,1198.0,73.0,5.0,5631.68
512,7,22900.628205,1.0,1,,35.28218745,1591.0,121.0,5.0,10508.48
667,7,29093.211591,1.0,1,,47.0429166,1197.0,78.0,5.0,4097.95
168,8,74564.52,1.0,1,,42.33862494,1199.0,76.0,5.0,2995.58
748,8,18019.759000000002,0.0,0,,32.93004162,2993.0,270.0,5.0,23964.6
1340,9,24854.84,1.0,1,,30.57789579,1598.0,102.0,5.0,6290.71
41,4,37282.26,0.0,0,,35.28218745,1968.0,174.0,5.0,17374.34
658,9,40379.173064,1.0,0,,37.63433328,1197.0,78.0,5.0,4133.89
926,10,45486.842684,1.0,0,,56.45149992,998.0,67.0,5.0,3954.16
63,1,31068.55,0.0,0,,25.87360413,4134.0,335.0,7.0,61109.73
1129,8,21747.985,0.0,1,,56.45149992,1248.0,88.0,5.0,7788.5
516,5,11016.286459,1.0,1,,49.39506243,814.0,55.0,5.0,4373.54
878,2,60272.987,0.0,1,,47.0429166,1497.0,115.0,5.0,8687.17
620,7,55683.540794,0.0,1,,51.74720826,1582.0,126.0,5.0,7201.36
1149,8,8699.194,1.0,1,,42.33862494,998.0,67.0,5.0,3355.04
736,2,31068.55,1.0,1,,39.98647911,1197.0,80.0,5.0,4792.92
441,4,38838.794355,1.0,1,,39.98647911,1497.0,117.0,5.0,7129.47
1690,2,154100.008,0.0,1,,28.22574996,2494.0,102.0,7.0,11023.72
622,10,58968.1079,0.0,1,,37.63433328,1493.0,110.0,5.0,6410.53
1497,4,34175.405,0.0,1,,39.98647911,2179.0,153.0,7.0,14378.76
57,3,33389.370685,0.0,0,,28.22574996,2967.0,241.0,7.0,46659.08
1149,3,33513.023514,1.0,1,,42.33862494,998.0,67.0,5.0,3223.24
106,1,36350.2035,0.0,0,,39.98647911,1995.0,218.0,5.0,32951.32
354,8,29825.808,1.0,1,,42.33862494,1198.0,86.0,5.0,3295.13
916,9,14912.904,1.0,1,,56.45149992,796.0,47.0,5.0,3355.04
606,9,32311.913371,1.0,1,,39.98647911,1591.0,121.0,5.0,7728.58
1581,3,5943.413615,1.0,1,,54.09935409,1199.0,84.0,5.0,7045.59
1101,10,20476.038563000002,1.0,1,,42.33862494,1197.0,85.0,5.0,5571.77
518,6,11184.678,1.0,1,,49.39506243,814.0,55.0,5.0,2995.58
1212,7,12704.551466,1.0,0,,28.22574996,1950.0,191.0,5.0,61529.11
728,5,20515.184936,0.0,1,,51.74720826,1396.0,88.0,5.0,8207.88
1655,2,29825.808,0.0,1,,54.09935409,1364.0,67.0,5.0,6290.71
1621,3,44752.382162,0.0,1,,49.39506243,1364.0,87.0,5.0,11059.66
1288,0,21126.614,0.0,0,,47.0429166,1496.0,113.0,5.0,26361.06
1749,5,42874.599,0.0,1,,47.0429166,1498.0,88.0,5.0,6218.81
1483,10,67108.068,1.0,0,,30.57789579,1798.0,157.0,5.0,5212.3
1192,5,21561.5737,0.0,0,,23.5214583,2148.0,170.0,5.0,29356.64
1112,10,49088.309,0.0,1,,39.98647911,1248.0,75.0,5.0,6889.82
437,7,36161.928087,1.0,0,,42.33862494,1497.0,117.0,5.0,11011.73
122,10,41010.486,1.0,0,,18.81716664,2979.0,321.0,5.0,12880.97
669,1,37282.26,1.0,0,,44.69077077,1197.0,80.0,5.0,3582.71
1085,8,35418.147,0.0,1,,61.15579158,1248.0,74.0,5.0,4661.11
435,3,28306.555905,0.0,1,,61.15579158,1498.0,98.0,5.0,14055.24
1032,3,34260.532827,1.0,1,,32.93004162,796.0,35.0,5.0,3726.5
1480,6,57989.448575,0.0,1,,39.98647911,1968.0,138.0,5.0,17314.42
1012,0,23612.098,0.0,1,,56.45149992,1248.0,88.0,7.0,10424.6
558,7,35876.718798,0.0,1,,56.45149992,1120.0,70.0,5.0,6039.08
986,6,23787.324622,0.0,1,,65.86008324,1248.0,88.0,5.0,10184.96
1258,4,39767.744,0.0,0,,44.69077077,2143.0,170.0,5.0,18752.3
208,9,19883.872,0.0,1,,47.0429166,1248.0,91.0,5.0,6770.0
1193,1,51573.793,1.0,0,,23.5214583,2497.0,204.0,5.0,19770.8
1783,10,41756.1312,1.0,1,,35.28218745,1598.0,103.0,5.0,4673.1
78,6,38932.000005,0.0,0,,42.33862494,1995.0,184.0,5.0,17374.34
107,1,10501.1699,0.0,0,,32.93004162,2993.0,258.0,5.0,52722.12
547,4,5263.633741,1.0,1,,42.33862494,1197.0,81.0,5.0,5991.15
1710,5,42874.599,0.0,0,,25.87360413,2755.0,171.0,7.0,23665.04
1371,3,18697.05339,0.0,0,,44.69077077,1461.0,108.0,5.0,13707.75
1513,2,74564.52,0.0,1,,42.33862494,1248.0,75.0,5.0,2096.9
1190,7,22331.452369,1.0,1,,28.22574996,1796.0,185.0,5.0,36450.16
891,3,72510.26747400001,0.0,1,,35.28218745,2179.0,140.0,7.0,11467.06
801,9,25133.214208,0.0,1,,35.28218745,2523.0,62.0,7.0,4193.8
1131,3,40051.089176,0.0,1,,56.45149992,1248.0,88.0,5.0,12533.49
208,10,32797.204122,0.0,1,,47.0429166,1248.0,91.0,5.0,5811.42
357,7,32107.482312,1.0,1,,44.69077077,1199.0,88.0,5.0,6805.95
1483,9,34842.136083,1.0,0,,30.57789579,1798.0,157.0,5.0,15876.55
748,1,40389.115,0.0,0,,32.93004162,2993.0,270.0,5.0,19171.68
1155,2,49088.309,1.0,1,,42.33862494,998.0,67.0,5.0,3594.69
1629,9,43620.2442,1.0,0,,32.93004162,1798.0,138.0,5.0,5991.15
1119,4,26097.582,1.0,1,,37.63433328,1197.0,85.0,5.0,5691.59
1745,1,38525.002,1.0,1,,37.63433328,1198.0,74.0,5.0,6410.53
546,5,12427.42,1.0,1,,42.33862494,1197.0,81.0,5.0,7165.42
1062,2,49709.68,0.0,1,,49.39506243,1248.0,88.0,5.0,4193.8
547,7,31213.950814,1.0,1,,42.33862494,1197.0,81.0,5.0,5715.56
943,4,31070.414113,1.0,1,,49.39506243,1197.0,83.0,5.0,6530.35
1588,0,621.371,1.0,0,,47.0429166,1199.0,84.0,5.0,8207.88
1078,6,34111.403787,0.0,0,,61.15579158,1248.0,74.0,5.0,8747.08
1499,10,67726.33214500001,1.0,1,,35.28218745,1193.0,65.0,5.0,1497.79
1058,2,45360.083,0.0,1,,51.74720826,1598.0,118.0,5.0,9885.4
1115,0,40389.115,1.0,1,,37.63433328,1298.0,88.0,5.0,3247.2
650,8,19883.872,1.0,1,,44.69077077,1197.0,82.0,5.0,4313.63
682,0,40389.115,1.0,1,,42.33862494,1197.0,80.0,5.0,3594.69
962,5,13421.6136,1.0,0,,54.09935409,998.0,67.0,5.0,5571.77
1262,9,24233.469,0.0,0,,32.93004162,2143.0,170.0,5.0,11383.18
1090,9,36086.120825,1.0,1,,39.98647911,1298.0,85.0,5.0,3534.78
1785,9,36039.518000000004,1.0,1,,35.28218745,1598.0,103.0,5.0,3594.69
1122,5,36039.518000000004,0.0,1,,58.80364575,1248.0,74.0,5.0,7129.47
1629,4,55302.019,1.0,0,,32.93004162,1798.0,138.0,5.0,4792.92
457,4,44738.712,1.0,1,,30.57789579,1799.0,130.0,5.0,2995.58
246,8,1118.4678000000001,1.0,0,,37.63433328,1499.0,110.0,5.0,13623.88
219,10,106906.88055,0.0,1,,44.69077077,1248.0,93.0,5.0,2696.02
660,6,28725.98133,1.0,1,,44.69077077,1086.0,68.0,5.0,3714.51
1801,7,54012.674175,0.0,0,,25.87360413,2400.0,215.0,5.0,20585.59
678,6,3106.855,1.0,1,,42.33862494,1197.0,81.0,5.0,7788.5
426,0,41010.486,0.0,1,,61.15579158,1498.0,98.0,5.0,6829.91
1695,0,73943.149,0.0,1,,28.22574996,2494.0,100.0,8.0,9585.84
1395,2,27961.695,1.0,1,,58.80364575,799.0,53.0,5.0,3115.4
915,5,41103.070279,1.0,1,,44.69077077,998.0,66.0,5.0,2935.66
1180,7,26141.077970000002,1.0,0,,32.93004162,1595.0,120.0,5.0,13863.52
1142,8,22060.534613,1.0,1,,42.33862494,998.0,67.0,5.0,2755.93
1110,6,25762.04166,0.0,1,,58.80364575,1248.0,74.0,5.0,7069.56
631,9,25227.6626,1.0,0,,39.98647911,1591.0,121.0,5.0,8627.26
617,0,54059.277,0.0,0,,51.74720826,1582.0,126.0,5.0,7069.56
419,2,18641.13,1.0,1,,37.63433328,1497.0,116.0,5.0,7189.38
670,8,16832.319019,1.0,1,,37.63433328,1086.0,66.0,5.0,2336.55
1644,3,33368.865442,0.0,1,,54.09935409,1364.0,67.0,5.0,7848.41
1790,5,31689.921000000002,0.0,0,,63.50793741,1969.0,190.0,5.0,29955.75
318,8,22706.139082,0.0,1,,47.0429166,1399.0,68.0,5.0,3175.31
1204,9,9320.565,0.0,0,,30.57789579,2987.0,265.0,5.0,83276.98
78,2,40389.115,0.0,0,,51.74720826,1995.0,190.0,5.0,16775.22
921,10,19883.872,1.0,1,,51.74720826,796.0,47.0,5.0,2516.28
1704,5,15157.102803,0.0,1,,30.57789579,2393.0,147.0,7.0,24443.89
1743,5,621.371,1.0,1,,42.33862494,999.0,75.0,5.0,6805.95
1340,9,17546.274298,1.0,1,,30.57789579,1598.0,102.0,5.0,6650.18
1309,9,36660.889,0.0,1,,30.57789579,2477.0,175.0,7.0,15277.43
458,9,57166.132,1.0,1,,32.93004162,1799.0,130.0,5.0,4014.07
919,8,35318.72764,1.0,1,,51.74720826,796.0,47.0,5.0,1857.26
1776,3,38988.544766,0.0,1,,47.0429166,1598.0,103.0,5.0,7069.56
773,5,59651.616,0.0,0,,28.22574996,2179.0,187.0,5.0,22742.41
391,9,14912.904,1.0,1,,30.57789579,1997.0,153.0,5.0,13791.63
1014,9,33554.034,0.0,1,,47.0429166,1248.0,88.0,7.0,9286.28
1683,2,55923.39,0.0,1,,28.22574996,2494.0,100.0,7.0,16655.4
1542,8,24854.84,1.0,1,,35.28218745,1368.0,90.0,5.0,1617.61
60,9,40971.960998,0.0,0,,28.22574996,2967.0,241.0,7.0,45532.74
608,9,10004.0731,1.0,0,,39.98647911,1591.0,121.0,5.0,13899.47
1765,5,2236.9356000000002,0.0,0,,49.39506243,1498.0,108.0,5.0,14678.32
410,6,32311.292,1.0,1,,39.98647911,1497.0,118.0,5.0,4553.27
321,9,33554.034,0.0,1,,47.0429166,1399.0,68.0,5.0,3894.25
467,9,9568.492029000001,1.0,1,,42.33862494,1199.0,88.0,5.0,7668.67
1760,1,46602.825,1.0,1,,37.63433328,1198.0,73.0,5.0,4733.01
449,4,47691.466992,1.0,1,,39.98647911,1497.0,117.0,5.0,4277.68
424,9,34796.776,1.0,1,,39.98647911,1497.0,78.0,5.0,1497.79
396,8,28660.737375,1.0,0,,28.22574996,2354.0,187.0,5.0,14977.88
104,0,21747.985,0.0,0,,42.33862494,1995.0,190.0,5.0,27559.29
0,2,49709.68,0.0,1,,28.22574996,1489.0,35.0,5.0,1617.61
857,3,38977.981459,0.0,1,,28.22574996,2179.0,120.0,8.0,7572.81
1775,8,21126.614,0.0,1,,47.0429166,1598.0,103.0,5.0,4073.98
1172,6,43495.97,1.0,1,,39.98647911,993.0,60.0,5.0,922.64
909,6,19883.872,1.0,1,,37.63433328,796.0,37.0,4.0,1078.41
1615,4,13048.791,1.0,0,,32.93004162,1798.0,138.0,5.0,21568.14
87,10,30447.179,1.0,0,,32.93004162,1997.0,245.0,5.0,22766.37
332,2,24854.84,1.0,1,,30.57789579,1299.0,70.0,5.0,1318.05
169,10,48466.938,1.0,1,,42.33862494,1199.0,79.0,5.0,2396.46
1609,0,32311.292,0.0,1,,49.39506243,1364.0,86.0,5.0,7788.5
885,1,40521.467023,0.0,1,,37.63433328,2179.0,140.0,7.0,11323.27
637,9,105633.07,0.0,1,,56.45149992,1120.0,71.0,5.0,4792.92
1202,7,22918.647964,0.0,0,,30.57789579,2143.0,204.0,5.0,38642.92
672,10,38835.6875,1.0,1,,47.0429166,1197.0,78.0,5.0,2516.28
1630,9,42253.228,1.0,0,,32.93004162,1798.0,138.0,5.0,11682.74
1608,8,25319.625508,1.0,1,,32.93004162,1798.0,138.0,5.0,7548.85
40,5,37282.26,0.0,0,,39.98647911,1968.0,184.0,5.0,25162.83
731,9,7705.0004,0.0,1,,49.39506243,1396.0,88.0,5.0,5571.77
1265,9,54059.277,0.0,0,,44.69077077,2143.0,167.0,5.0,20369.91
1043,10,12581.520008,0.0,1,,49.39506243,1248.0,73.0,5.0,5212.3
508,3,32549.277093,0.0,1,,44.69077077,1582.0,126.0,5.0,17757.77
743,4,621.371,0.0,0,,30.57789579,1999.0,177.0,5.0,47929.2
896,2,52816.535,0.0,1,,32.93004162,2489.0,93.0,7.0,7369.11
1676,0,29204.437,0.0,1,,28.22574996,2494.0,100.0,7.0,13480.09
1602,10,10926.809035,1.0,0,,44.69077077,2494.0,157.0,5.0,38343.36
53,3,20192.072016000002,0.0,0,,30.57789579,2967.0,241.0,5.0,54663.25
1109,7,21507.514423,0.0,1,,65.86008324,1248.0,74.0,5.0,7476.96
1015,2,95069.763,0.0,1,,47.0429166,1248.0,88.0,7.0,5751.5
1119,2,33554.034,1.0,1,,37.63433328,1197.0,85.0,5.0,5392.04
672,7,10501.1699,1.0,1,,47.0429166,1197.0,78.0,5.0,4637.15
672,4,38732.539914,1.0,1,,47.0429166,1197.0,78.0,5.0,3295.13
950,7,14735.191894,1.0,1,,49.39506243,1197.0,83.0,5.0,7872.37
492,6,32513.237575,1.0,1,,37.63433328,1495.0,93.0,5.0,2396.46
383,0,31068.55,1.0,1,,44.69077077,1198.0,86.0,5.0,4373.54
1122,5,34638.947766,0.0,1,,51.74720826,1248.0,74.0,5.0,8327.7
654,1,33554.034,1.0,1,,47.0429166,1197.0,81.0,5.0,6590.26
890,8,26718.953,0.0,1,,37.63433328,2179.0,140.0,7.0,8387.61
1214,4,24854.84,0.0,0,,30.57789579,2143.0,201.0,5.0,28757.52
777,1,77671.375,0.0,0,,0.0,2179.0,115.0,5.0,13180.53
1258,1,32276.495224000002,0.0,0,,44.69077077,2143.0,170.0,5.0,38942.48
719,7,29173.36845,0.0,1,,49.39506243,1396.0,88.0,5.0,7728.58
1439,9,14291.533,0.0,0,,44.69077077,1968.0,141.0,5.0,18872.12
410,9,33893.302566,1.0,1,,39.98647911,1497.0,118.0,5.0,6590.26
1664,7,32022.354485,0.0,0,,28.22574996,2982.0,168.0,7.0,22802.32
40,8,27961.695,0.0,0,,39.98647911,1968.0,184.0,5.0,18273.01
922,5,28585.551484,1.0,1,,47.0429166,998.0,67.0,5.0,2875.75
1533,2,77050.004,0.0,1,,54.09935409,1396.0,69.0,5.0,2755.93
8,7,48091.008545,0.0,0,,39.98647911,1968.0,174.0,5.0,17194.6
447,7,14275.377354,1.0,0,,42.33862494,1497.0,117.0,5.0,14342.81
1660,0,40396.571452000004,0.0,1,,32.93004162,2755.0,174.0,7.0,22646.55
566,0,10640.978375,1.0,1,,42.33862494,1197.0,82.0,5.0,6470.44
1007,5,56180.016223,1.0,1,,35.28218745,1196.0,73.0,7.0,3534.78
1760,1,22990.727,1.0,1,,37.63433328,1198.0,73.0,5.0,6110.97
1145,6,40389.115,1.0,1,,42.33862494,1061.0,67.0,5.0,1797.34
414,1,41010.486,1.0,1,,39.98647911,1497.0,118.0,5.0,5871.33
458,9,53437.906,1.0,1,,32.93004162,1799.0,130.0,5.0,3474.87
405,10,61165.897127000004,1.0,1,,30.57789579,1493.0,100.0,5.0,1377.96
682,8,11184.678,1.0,1,,42.33862494,1197.0,80.0,5.0,2755.93
561,7,21791.48097,0.0,1,,56.45149992,1120.0,70.0,5.0,7177.4
1784,10,26097.582,1.0,0,,32.93004162,1598.0,103.0,5.0,4073.98
674,8,24854.84,1.0,1,,47.0429166,1197.0,78.0,5.0,2036.99
715,8,26718.953,1.0,1,,39.98647911,1197.0,80.0,5.0,2384.48
168,10,40389.115,1.0,1,,42.33862494,1199.0,79.0,5.0,2995.58
1752,5,45981.454,0.0,1,,51.74720826,1199.0,73.0,5.0,5811.42
324,5,31809.224232,1.0,1,,35.28218745,1196.0,70.0,5.0,3175.31
67,7,8861.993202,1.0,0,,21.16931247,1984.0,207.0,2.0,32771.59
429,6,41221.130769,0.0,1,,58.80364575,1498.0,98.0,5.0,8267.79
321,5,56047.6642,0.0,1,,47.0429166,1399.0,68.0,5.0,4193.8
1698,4,35948.797834,0.0,1,,28.22574996,2494.0,100.0,7.0,14977.88
975,4,19883.872,1.0,0,,44.69077077,1373.0,91.0,5.0,11023.72
552,9,18411.844101,1.0,0,,42.33862494,1197.0,82.0,5.0,5871.33
401,4,34178.511855,1.0,1,,28.22574996,,,,3834.34
233,7,33661.531183,1.0,1,,42.33862494,999.0,123.0,5.0,6650.18
1433,0,31068.55,1.0,0,,32.93004162,1798.0,177.0,5.0,16176.1
218,8,90098.795,0.0,1,,47.0429166,1248.0,91.0,5.0,3115.4
1107,6,48466.938,1.0,1,,37.63433328,1298.0,88.0,5.0,5392.04
765,4,40389.115,0.0,0,,25.87360413,2993.0,180.0,7.0,40739.82
1690,5,74564.52,0.0,1,,28.22574996,2494.0,102.0,7.0,14378.76
1097,9,8699.194,0.0,1,,65.86008324,1248.0,74.0,5.0,6290.71
27,7,35701.492176,0.0,0,,39.98647911,1968.0,174.0,5.0,25833.84
108,3,27619.94095,0.0,0,,51.74720826,1995.0,190.0,5.0,29572.32
730,4,39629.178267,1.0,1,,42.33862494,1197.0,82.0,5.0,4397.5
129,9,19262.501,0.0,0,,39.98647911,1995.0,190.0,5.0,35347.79
1640,4,37282.26,1.0,1,,39.98647911,1496.0,88.0,5.0,3714.51
1526,0,48471.908968,0.0,1,,39.98647911,1405.0,70.0,5.0,3474.87
1239,1,20505.243,0.0,0,,0.0,2987.0,165.0,5.0,51523.89
1725,9,16825.483938,1.0,0,,23.5214583,1984.0,114.0,4.0,19111.77
1755,5,35589.024025,0.0,1,,44.69077077,1598.0,103.0,5.0,5392.04
558,4,27961.695,0.0,1,,56.45149992,1120.0,70.0,5.0,4181.82
1110,4,35616.364349,0.0,1,,58.80364575,1248.0,74.0,5.0,5092.48
616,2,75246.163987,0.0,1,,56.45149992,1396.0,88.0,5.0,2276.64
96,9,55302.019,0.0,0,,37.63433328,1995.0,218.0,5.0,19854.67
410,1,44738.712,1.0,1,,39.98647911,1497.0,118.0,5.0,6889.82
7,4,22369.356,0.0,0,,37.63433328,1968.0,147.0,5.0,16775.22
216,6,53437.906,0.0,1,,44.69077077,1248.0,75.0,5.0,2995.58
402,0,52816.535,1.0,1,,30.57789579,1343.0,90.0,5.0,1437.88
78,7,23371.627423,0.0,0,,51.74720826,1995.0,190.0,5.0,16715.31
273,2,62137.1,1.0,1,,37.63433328,1388.0,68.0,5.0,1917.17
1557,3,3255.98404,1.0,0,,49.39506243,624.0,37.0,4.0,4313.63
1027,3,10477.557802,1.0,1,,47.0429166,1197.0,81.0,5.0,7261.27
1096,3,36818.717234,1.0,1,,39.98647911,1298.0,85.0,5.0,6338.64
253,6,37282.26,0.0,1,,51.74720826,1498.0,89.0,5.0,6889.82
1071,5,31251.854445,1.0,1,,37.63433328,,,,6949.73
1088,3,29623.241054000002,1.0,1,,44.69077077,1197.0,85.0,5.0,6853.88
676,7,38224.879807,1.0,0,,37.63433328,1197.0,78.0,5.0,5260.23
887,3,39112.818966,0.0,1,,35.28218745,2179.0,140.0,7.0,13240.44
728,4,41521.874333,0.0,1,,51.74720826,1396.0,88.0,5.0,5787.45
719,2,66486.697,0.0,1,,49.39506243,1396.0,88.0,5.0,5392.04
124,9,34175.405,0.0,0,,37.63433328,2993.0,258.0,5.0,23365.48
1461,9,14912.904,1.0,0,,32.93004162,1598.0,103.0,5.0,10484.51
65,9,12428.662742,0.0,0,,32.93004162,2967.0,245.0,7.0,80281.41
442,7,33751.008607,1.0,1,,39.98647911,1497.0,117.0,5.0,10065.13
650,9,6337.9842,1.0,1,,44.69077077,1197.0,82.0,5.0,5979.17
431,3,15122.306027,0.0,1,,61.15579158,1498.0,98.0,5.0,9801.52
385,10,49088.309,1.0,1,,42.33862494,1198.0,86.0,5.0,3474.87
990,6,25165.5255,0.0,1,,65.86008324,1248.0,88.0,5.0,8507.43
1086,10,14291.533,0.0,1,,61.15579158,1248.0,74.0,5.0,8447.52
395,10,39177.44155,1.0,0,,25.87360413,2354.0,158.0,5.0,20969.03
1616,9,48466.938,1.0,0,,32.93004162,1794.0,138.0,5.0,4085.96
414,3,41162.721895,1.0,1,,39.98647911,1497.0,118.0,5.0,6805.95
842,1,46051.047552,0.0,1,,28.22574996,2179.0,120.0,9.0,4912.74
1414,4,54475.59557,1.0,1,,30.57789579,1798.0,157.0,5.0,4792.92
84,5,6213.71,0.0,0,,42.33862494,1995.0,184.0,5.0,35946.9
1066,2,38831.337903,1.0,1,,35.28218745,1586.0,104.0,5.0,2156.81
987,7,27725.57402,1.0,1,,47.0429166,1373.0,91.0,5.0,8303.73
785,1,41344.783598,0.0,0,,23.5214583,4367.0,308.0,7.0,83876.1
1677,0,37282.26,0.0,1,,28.22574996,2494.0,100.0,7.0,9466.02
575,7,12950.614382,1.0,1,,0.0,1086.0,62.0,5.0,3331.08
568,2,68350.81,0.0,0,,30.57789579,2199.0,194.0,7.0,17254.51
1269,9,27961.695,1.0,0,,25.87360413,1796.0,186.0,5.0,16176.1
930,3,30452.149968,1.0,1,,44.69077077,796.0,46.0,5.0,3450.9
916,8,19262.501,1.0,1,,56.45149992,796.0,47.0,5.0,2576.19
1331,10,4970.968,1.0,1,,37.63433328,1498.0,97.0,5.0,4493.36
918,9,106.254441,1.0,1,,56.45149992,796.0,47.0,5.0,4313.63
925,8,1304.8791,1.0,1,,56.45149992,998.0,67.0,5.0,4313.63
550,3,12841.874457,1.0,0,,42.33862494,1197.0,81.0,5.0,9046.64
485,8,31068.55,0.0,1,,56.45149992,1498.0,98.0,7.0,5631.68
1536,6,62155.74113,0.0,1,,42.33862494,1248.0,90.0,5.0,1917.17
188,10,46833.975012,0.0,1,,37.63433328,1991.0,123.0,5.0,4002.09
437,7,37577.411225,1.0,0,,42.33862494,1497.0,117.0,5.0,10903.89
549,7,11466.159063000001,1.0,1,,42.33862494,1197.0,81.0,5.0,7393.08
619,5,60010.768438,0.0,1,,51.74720826,1582.0,126.0,5.0,2995.58
1321,8,19263.122371,1.0,1,,42.33862494,1198.0,75.0,5.0,3594.69
603,6,40948.3489,0.0,1,,51.74720826,1582.0,126.0,5.0,6889.82
511,1,16308.503266,1.0,1,,35.28218745,1591.0,121.0,5.0,12880.97
1153,6,38959.9617,1.0,1,,47.0429166,998.0,67.0,5.0,3414.96
340,2,55923.39,1.0,0,,23.5214583,2354.0,180.0,5.0,7788.5
409,1,22369.356,1.0,0,,37.63433328,1497.0,118.0,5.0,11323.27
938,4,28583.066,0.0,1,,63.50793741,1248.0,74.0,5.0,8088.05
434,3,45361.947113,0.0,1,,61.15579158,1498.0,98.0,5.0,9286.28
725,7,28934.761986,0.0,1,,51.74720826,1396.0,88.0,5.0,5272.21
1205,6,25782.546903,0.0,0,,30.57789579,2987.0,265.0,5.0,50325.66
1346,7,64490.853348000004,0.0,1,,44.69077077,1461.0,108.0,5.0,6793.96
1371,1,27961.695,0.0,0,,44.69077077,1461.0,108.0,5.0,13779.64
1145,10,74564.52,1.0,1,,42.33862494,998.0,67.0,5.0,2025.01
537,6,60496.059189,0.0,1,,39.98647911,1493.0,110.0,5.0,2156.81
1041,9,38525.002,1.0,1,,42.33862494,1197.0,85.0,5.0,3834.34
408,10,71457.665,1.0,1,,0.0,,,,1797.34
110,7,11416.449383,0.0,0,,51.74720826,1995.0,187.0,5.0,54950.83
